,movie_name,director_name,popularity
660,The Mummy: Tomb of the Dragon Emperor,Rob Cohen,50
661,Venus Beauty Institute,Tonie Marshall,18
662,Timecop,Peter Hyams,33
663,Jakob the Liar,Peter Kassovitz,20
664,Jakob the Liar,Marek Brodzki,20
665,Harry and the Hendersons,William Dear,22
666,Bugsy,Barry Levinson,33
667,Be Kind Rewind,Michel Gondry,26
668,Beetlejuice,Tim Burton,49
669,The Spy Who Loved Me,Lewis Gilbert,52
670,Scorched,Gavin Grazer,15
671,The Mummy Returns,Stephen Sommers,54
672,Close Encounters of the Third Kind,Steven Spielberg,51
673,Scent of a Woman,Martin Brest,60
674,The Last Stage,Wanda Jakubowska,18
675,Heavenly Creatures,Peter Jackson,30
676,The Nightmare Before Christmas,Henry Selick,59
677,Autumn Sonata,Ingmar Bergman,34
678,Kameradschaft,Georg Wilhelm Pabst,16
679,Dark Shadows,Tim Burton,43
680,The Fighter,David O. Russell,50
681,Doctor Zhivago,David Lean,59
682,Ajami,Scandar Copti,18
683,Ajami,Yaron Shani,18
684,The Best Offer,Giuseppe Tornatore,27
685,Footnote,Joseph Cedar,17
686,Resident Evil: Afterlife,Paul W. S. Anderson,42
687,Stolen Kisses,François Truffaut,43
688,Road to Singapore,Victor Schertzinger,17
689,Sweet November,Pat O'Connor,32
690,Who's Afraid of Virginia Woolf?,Mike Nichols,42
691,Head-On,Fatih Akin,35
692,"Aguirre, the Wrath of God",Werner Herzog,48
693,Passenger 57,Kevin Hooks,29
694,True Grit,Joel Coen,51
695,True Grit,Ethan Coen,51
696,Saw V,David Hackl,43
697,Things to Come,William Cameron Menzies,18
698,Star Trek V: The Final Frontier,William Shatner,42
699,Sudden Death,Peter Hyams,27
700,Breaking and Entering,Sydney Pollack,19
701,Breaking and Entering,Anthony Minghella,19
702,50 First Dates,Peter Segal,50
703,Rocky III,Sylvester Stallone,45
704,I Even Met Happy Gypsies,Aleksandar Petrović,19
705,Django,Sergio Corbucci,31
706,Captains Courageous,Victor Fleming,33
707,Marriage Italian-Style,Vittorio De Sica,34
708,The Score,Frank Oz,33
709,Full Metal Jacket,Stanley Kubrick,59
710,Sherlock Holmes: A Game of Shadows,Guy Ritchie,59
711,55 Days at Peking,Nicholas Ray,26
712,55 Days at Peking,Andrew Marton,26
713,55 Days at Peking,Guy Green,26
714,The Tree of Life,Terrence Malick,50
715,Knowing,Alex Proyas,43
716,There Will Be Blood,Paul Thomas Anderson,53
717,Percy Jackson & the Olympians: The Lightning Thief,Chris Columbus,41
718,Stardust,Matthew Vaughn,49
719,How Green Was My Valley,John Ford,51
720,Minority Report,Steven Spielberg,52
721,Passport to Paris,Alan Metter,16
722,Champion,Mark Robson,22
723,The Sun Also Rises,Henry King,18
724,Heaven & Earth,Oliver Stone,20
725,High and Low,Akira Kurosawa,30
726,On the Path,Jasmila Žbanić,15
727,In Bruges,Martin McDonagh,49
728,First Blood,Ted Kotcheff,58
729,Valentine's Day,Garry Marshall,46
730,Walking the Streets of Moscow,Georgiy Daneliya,26
731,12 Rounds,Renny Harlin,26
732,High Noon,Fred Zinnemann,51
733,Evita,Alan Parker,43
734,5 Days of War,Renny Harlin,25
735,5x2,François Ozon,24
736,Six Bullets,Ernie Barbarash,22
737,Rec 3: Genesis,Paco Plaza,19
738,Gulliver's Travels,Roland Crandall,22
739,Gulliver's Travels,Dave Fleischer,22
740,Gulliver's Travels,Willard Bowsky,22
741,Gulliver's Travels,Frank Kelling,22
742,Gulliver's Travels,Grim Natwick,22
743,Gulliver's Travels,Seymour Kneitel,22
744,Gulliver's Travels,Tom Palmer,22
745,Gulliver's Travels,Robert G. Leffingwell,22
746,Gulliver's Travels,William Henning,22
747,Gulliver's Travels,Thomas Johnson,22
748,Gulliver's Travels,Winfield Hoskins,22
749,Gulliver's Travels,Orestes Calpini,22
750,Grand Hotel,Edmund Goulding,49
751,The Gift,Sam Raimi,23
752,Before Night Falls,Julian Schnabel,34
753,3:10 to Yuma,Delmer Daves,24
754,Gone Baby Gone,Ben Affleck,36
755,We Need to Talk About Kevin,Lynne Ramsay,35
756,Paycheck,John Woo,28
757,Aladdin and His Magic Lamp,Boris Rytsarev,17
758,Hitchcock,Sacha Gervasi,35
759,Arabian Nights,Pier Paolo Pasolini,26
760,Agent Cody Banks 2: Destination London,Kevin Allen,24
761,Ruby Sparks,Valerie Faris,23
762,Ruby Sparks,Jonathan Dayton,23
763,La Piscine,Jacques Deray,27
764,Shutter Island,Martin Scorsese,68
765,Salon Kitty,Tinto Brass,21
766,Angel Face,Otto Preminger,21
767,"20,000 Years in Sing Sing",Michael Curtiz,15
768,The Thing,John Carpenter,52
769,The Expendables 2,Simon West,50
770,Leave Her to Heaven,John M. Stahl,26
771,Van Helsing,Stephen Sommers,54
772,Stand and Deliver,Ramón Menéndez,18
773,The Young and Prodigious T. S. Spivet,Jean-Pierre Jeunet,26
774,2001 Maniacs,Tim Sullivan,17
775,2001: A Space Travesty,Allan A. Goldstein,15
776,On the Waterfront,Elia Kazan,58
777,Driving Miss Daisy,Bruce Beresford,50
778,Up in the Air,Jason Reitman,49
779,Journey 2: The Mysterious Island,Brad Peyton,38
780,Sweeney Todd: The Demon Barber of Fleet Street,Tim Burton,55
781,Closer,Mike Nichols,48
782,Vicky Cristina Barcelona,Woody Allen,48
783,A Streetcar Named Desire,Elia Kazan,50
784,The World Is Not Enough,Michael Apted,56
785,Night Falls on Manhattan,Sidney Lumet,17
786,Savior,Predrag Antonijević,18
787,The Valley of Gwangi,Jim O'Connolly,19
788,Dead Bang,John Frankenheimer,17
789,Mysterious Island,Ray Harryhausen,21
790,Mysterious Island,Cy Endfield,21
791,I Am Legend,Francis Lawrence,62
792,The Last Emperor,Bernardo Bertolucci,57
793,The Ring,Gore Verbinski,48
794,The Hunger Games,Gary Ross,69
795,Superman,Richard Donner,50
796,Star Trek,J. J. Abrams,59
797,The Fast and the Furious: Tokyo Drift,Justin Lin,56
798,Cast Away,Robert Zemeckis,65
799,Pink Floyd – The Wall,Alan Parker,40
800,Charlotte's Web,Gary Winick,49
801,21,Robert Luketic,35
802,21 Grams,Alejandro González Iñárritu,51
803,21 Jump Street,Phil Lord,44
804,21 Jump Street,Chris Miller,44
805,The Gold Rush,Charlie Chaplin,55
806,The Truman Show,Peter Weir,68
807,22 Bullets,Richard Berry,24
808,Pan's Labyrinth,Guillermo del Toro,57
809,The Rock,Michael Bay,46
810,Blade: Trinity,David S. Goyer,44
811,The Twilight Saga: Eclipse,David Slade,54
812,Thor,Kenneth Branagh,73
813,Moonrise Kingdom,Wes Anderson,42
814,Edward Scissorhands,Tim Burton,56
815,The Seventh Seal,Ingmar Bergman,60
816,Patton,Franklin J. Schaffner,51
817,24 Hour Party People,Michael Winterbottom,18
818,"Girl, Interrupted",James Mangold,50
819,Romeo + Juliet,Baz Luhrmann,44
820,Capote,Bennett Miller,41
821,The Broadway Melody,Harry Beaumont,47
822,The Broadway Melody,"January 30, 1930",47
823,The Thief of Bagdad,Ludwig Berger,35
824,The Thief of Bagdad,Alexander Korda,35
825,The Thief of Bagdad,Michael Powell,35
826,The Thief of Bagdad,Zoltan Korda,35
827,The Thief of Bagdad,William Cameron Menzies,35
828,The Thief of Bagdad,Tim Whelan,35
829,The Champ,King Vidor,23
830,Never Been Kissed,Raja Gosnell,30
831,The Bucket List,Rob Reiner,44
832,The Insider,Michael Mann,41
833,The Informer,John Ford,33
834,To Joy,Ingmar Bergman,17
835,Diner,Barry Levinson,23
836,Made of Honor,Paul Weiland,31
837,Lara Croft: Tomb Raider,Simon West,45
838,Cinema Paradiso,Giuseppe Tornatore,53
839,Anaconda,Luis Llosa,44
840,American Dreamz,Paul Weitz,21
841,The Boys from Brazil,Franklin J. Schaffner,37
842,Bedazzled,Harold Ramis,33
843,American Ninja,Sam Firstenberg,26
844,Black Sheep,Jonathan King,16
845,American Ninja 2: The Confrontation,Sam Firstenberg,19
846,The Element of Crime,Lars von Trier,17
847,Queen of the Gypsies,Emil Loteanu,33
848,She's All That,Robert Iscove,28
849,The Silence,Ingmar Bergman,30
850,The Quiet American,Phillip Noyce,25
851,Phenomenon,Jon Turteltaub,24
852,Un taxi pour Tobrouk,Denys de La Patellière,16
853,Ocean's 11,Lewis Milestone,28
854,Flags of Our Fathers,Clint Eastwood,38
855,The Dictator,Larry Charles,46
856,Desperado,Robert Rodriguez,46
857,The Breed,Nicholas Mastandrea,18
858,The Flock,Andrew Lau,17
859,The Village,M. Night Shyamalan,49
860,Fantastic Mr. Fox,Wes Anderson,56
861,Star Trek II: The Wrath of Khan,Nicholas Meyer,49
862,The Jacket,John Maybury,32
863,Boys Don't Cry,Kimberly Peirce,40
864,The Wages of Fear,Henri-Georges Clouzot,38
865,Breakdown,Jonathan Mostow,25
866,Phone Booth,Joel Schumacher,44
867,Shadow of a Doubt,Alfred Hitchcock,43
868,American Outlaws,Les Mayfield,24
869,The Children's Hour,William Wyler,33
870,The Child,Luc Dardenne,25
871,The Child,Jean-Pierre Dardenne,25
872,La Haine,Mathieu Kassovitz,35
873,The Hole,Nick Hamm,20
874,A Fish Called Wanda,John Cleese,46
875,A Fish Called Wanda,Charles Crichton,46
876,Faces of Death,John Alan Schwartz,16
877,Wake of Death,Philippe Martinez,22
878,The Brave,Johnny Depp,19
879,Death and the Maiden,Roman Polanski,25
880,American Pie Presents: The Book of Love,John Putch,28
881,The Fisher King,Terry Gilliam,35
882,American Pie Presents: Beta House,Andrew Waller,27
883,Once Upon a Time in Mexico,Robert Rodriguez,46
884,Material Girls,Martha Coolidge,22
885,The Condemned,Scott Wiper,22
886,The Twilight Samurai,Yōji Yamada,19
887,Canal,Andrzej Wajda,29
888,"Angélique, Marquise des Anges",Bernard Borderie,20
889,Harry Potter and the Goblet of Fire,Mike Newell,88
890,Harry Potter and the Order of the Phoenix,David Yates,86
891,Harry Potter and the Chamber of Secrets,Chris Columbus,89
892,Harry Potter and the Philosopher's Stone,Chris Columbus,95
893,Dr. No,Terence Young,76
894,2001: A Space Odyssey,Stanley Kubrick,91
895,Alien,Ridley Scott,74
896,Pulp Fiction,Quentin Tarantino,99
897,Unforgiven,Clint Eastwood,61
898,Aliens,James Cameron,65
899,Home Alone,Chris Columbus,79
900,Independence Day,Roland Emmerich,67
901,Die Hard,John McTiernan,76
902,The Bourne Identity,Doug Liman,60
903,Dr. Strangelove,Stanley Kubrick,65
904,Stargate,Roland Emmerich,51
905,Die Hard 2,Renny Harlin,51
906,X-Men,Bryan Singer,62
907,Dead Poets Society,Peter Weir,79
908,Apollo 13,Ron Howard,58
909,Goldfinger,Guy Hamilton,62
910,The Fifth Element,Luc Besson,59
911,From Russia with Love,Terence Young,62
912,Veer-Zaara,Yash Chopra,35
913,Die Hard with a Vengeance,John McTiernan,53
914,Sleepless in Seattle,Nora Ephron,50
915,The Bourne Ultimatum,Paul Greengrass,61
916,Lost in Translation,Sofia Coppola,66
917,Bram Stoker's Dracula,Francis Ford Coppola,54
918,Thunderball,Terence Young,57
919,You Only Live Twice,Lewis Gilbert,58
920,On Her Majesty's Secret Service,Peter R. Hunt,54
921,Diamonds Are Forever,Guy Hamilton,57
922,Star Trek: The Motion Picture,Robert Wise,48
923,Speed,Jan de Bont,56
924,Spartacus,Stanley Kubrick,63
925,The Untouchables,Brian De Palma,52
926,Alien 3,David Fincher,48
927,The Proposal,Anne Fletcher,53
928,A Few Good Men,Rob Reiner,45
929,Marked for Death,Dwight H. Little,26
930,The Great Dictator,Charlie Chaplin,76
931,Trainspotting,Danny Boyle,59
932,Rope,Alfred Hitchcock,45
933,The Blues Brothers,John Landis,50
934,The Birds,Alfred Hitchcock,56
935,Top Gun,Tony Scott,59
936,Collateral,Michael Mann,48
937,Dirty Harry,Don Siegel,50
938,Vanilla Sky,Cameron Crowe,54
939,The Great Escape,John Sturges,45
940,Dancer in the Dark,Lars von Trier,45
941,True Lies,James Cameron,45
942,"20,000 Leagues Under the Sea",Stuart Paton,26
943,Trouble with the Curve,Robert Lorenz,33
944,Elizabethtown,Cameron Crowe,38
945,Take This Waltz,Sarah Polley,17
946,The Art of War,Christian Duguay,18
947,Chocolate,Prachya Pinkaew,16
948,The Messenger,Oren Moverman,22
949,American Pie Presents: The Naked Mile,Joe Nussbaum,32
950,The Swan,Charles Vidor,17
951,American Wedding,Jesse Dylan,40
952,Shattered Glass,Billy Ray,26
953,Kabhi Khushi Kabhie Gham...,Karan Johar,47
954,Chasing Liberty,Andy Cadiff,23
955,The Duchess,Saul Dibb,31
956,American Psycho 2,Morgan J. Freeman,19
957,The Believer,Henry Bean,26
958,All the President's Men,Alan J. Pakula,49
959,The Dead Zone,David Cronenberg,32
960,The Fog of War,Errol Morris,22
961,The Net,Irwin Winkler,37
962,Triple Cross,Terence Young,15
963,The House Bunny,Fred Wolf,29
964,A Bridge Too Far,Richard Attenborough,39
965,Anchorman: The Legend of Ron Burgundy,Adam McKay,36
966,Infamous,Douglas McGrath,25
967,Twenty Bucks,Keva Rosenfeld,15
968,The Age of Stupid,Franny Armstrong,15
969,Pay It Forward,Mimi Leder,37
970,Good Luck Chuck,Mark Helfrich,33
971,Cactus Flower,Gene Saks,27
972,An American Werewolf in Paris,Anthony Waller,22
973,An American Werewolf in London,John Landis,38
974,The Kingdom,Peter Berg,28
975,America's Sweethearts,Joe Roth,28
976,Cube,Vincenzo Natali,41
977,Children of the Corn II: The Final Sacrifice,David Price,19
978,Children of the Corn,Fritz Kiersch,28
979,The Key,Tinto Brass,17
980,Road to Perdition,Sam Mendes,45
981,The Walker,Paul Schrader,15
982,The Ring Two,Hideo Nakata,37
983,The Longest Day,Bernhard Wicki,45
984,The Longest Day,Gerd Oswald,45
985,The Longest Day,Darryl F. Zanuck,45
986,The Longest Day,Ken Annakin,45
987,Management,Stephen Belber,18
988,Black Snake Moan,Craig Brewer,25
989,Run Lola Run,Tom Tykwer,50
990,The Fly,David Cronenberg,42
991,The Fly II,Chris Walas,23
992,The Return of the Tall Blond Man with One Black Shoe,Yves Robert,18
993,Going My Way,Leo McCarey,46
994,Beneath the Planet of the Apes,Ted Post,28
995,Escape from the Planet of the Apes,Don Taylor,28
996,Conquest of the Planet of the Apes,J. Lee Thompson,30
997,Battle for the Planet of the Apes,J. Lee Thompson,30
998,The Mexican,Gore Verbinski,30
999,The Other Boleyn Girl,Justin Chadwick,37
1000,Gremlins 2: The New Batch,Joe Dante,32
1001,Mission: Impossible 2,John Woo,51
1002,Deep Throat,Gerard Damiano,45
1003,Shallow Grave,Danny Boyle,29
1004,Innerspace,Joe Dante,28
1005,Richie Rich,Donald Petrie,33
1006,Red Dawn,John Milius,32
1007,The Lost Boys,Joel Schumacher,33
1008,The Princess Bride,Rob Reiner,45
1009,Top Secret!,Jerry Zucker,27
1010,Top Secret!,Jim Abrahams,27
1011,Top Secret!,David Zucker,27
1012,Dark Star,John Carpenter,28
1013,Collateral Damage,Andrew Davis,30
1014,The Man Who Knew Too Much,Alfred Hitchcock,28
1015,The Paradine Case,Alfred Hitchcock,34
1016,Premonition,Mennan Yapo,29
1017,Conspiracy Theory,Richard Donner,30
1018,Lucas,David Seltzer,18
1019,Equilibrium,Kurt Wimmer,44
1020,Kal Ho Naa Ho,Nikhil Advani,38
1021,The Hunt for Red October,John McTiernan,46
1022,Anna Karenina,Julien Duvivier,21
1023,The Perfect Storm,Wolfgang Petersen,35
1024,He Got Game,Spike Lee,22
1025,Pink Cadillac,Buddy Van Horn,25
1026,La Reine Margot,Patrice Chéreau,28
1027,House of Sand and Fog,Vadim Perelman,29
1028,No One Knows About Persian Cats,Bahman Ghobadi,15
1029,The Bridge,Bernhard Wicki,30
1030,Big Daddy,Dennis Dugan,35
1031,Jackass: The Movie,Jeff Tremaine,26
1032,Moonlight and Valentino,David Anspaugh,16
1033,Millennium Mambo,Hou Hsiao-Hsien,15
1034,The Boondock Saints,Troy Duffy,29
1035,Legend,Ridley Scott,32
1036,Sea of Love,Harold Becker,29
1037,In the Realm of the Senses,Nagisa Ōshima,34
1038,The Song Remains the Same,Joe Massot,19
1039,The Song Remains the Same,Peter Clifton,19
1040,Convoy,Sam Peckinpah,26
1041,Secret Agent,Alfred Hitchcock,26
1042,Battle of Neretva,Veljko Bulajić,28
1043,"Duck, You Sucker!",Sergio Leone,36
1044,Timecrimes,Nacho Vigalondo,20
1045,Bonjour tristesse,Otto Preminger,22
1046,This Must Be the Place,Paolo Sorrentino,15
1047,Get Carter,Mike Hodges,28
1048,Becoming Jane,Julian Jarrold,36
1049,The Banishment,Andrey Zvyagintsev,20
1050,Trouble in Paradise,Ernst Lubitsch,25
1051,Body Snatchers,Abel Ferrara,20
1052,Plan 9 from Outer Space,Ed Wood,41
1053,Kindergarten Cop,Ivan Reitman,36
1054,Throne of Blood,Akira Kurosawa,40
1055,Man on Fire,Tony Scott,43
1056,Tora! Tora! Tora!,Richard Fleischer,39
1057,Tora! Tora! Tora!,Kinji Fukasaku,39
1058,Tora! Tora! Tora!,Toshio Masuda,39
1059,Miracle on 34th Street,Les Mayfield,23
1060,Castle Keep,Sydney Pollack,17
1061,Il Postino: The Postman,Michael Radford,42
1062,Bulletproof Monk,Paul Hunter,27
1063,Raise Your Voice,Sean McNamara,21
1064,Jane Eyre,Cary Joji Fukunaga,30
1065,Dirty Dancing: Havana Nights,Guy Ferland,20
1066,Paper Man,Kieran Mulroney,18
1067,Paper Man,Michele Mulroney,18
1068,It Rains on Our Love,Ingmar Bergman,17
1069,Alligator,Lewis Teague,19
1070,Dolls,Takeshi Kitano,18
1071,The Passion of Anna,Ingmar Bergman,18
1072,Hero,Zhang Yimou,42
1073,Submarine,Richard Ayoade,25
1074,Gigli,Martin Brest,27
1075,Silverado,Lawrence Kasdan,28
1076,Arizona Dream,Emir Kusturica,36
1077,Feast,John Gulager,19
1078,Case Closed: The Last Wizard of the Century,Kenji Kodama,21
1079,Case Closed: The Last Wizard of the Century,Yasuichiro Yamamoto,21
1080,American Pie Presents: Band Camp,Steve Rash,31
1081,Bullitt,Peter Yates,37
1082,The Sannikov Land,Albert S. Mkrtchyan,15
1083,Bite the Bullet,Richard Brooks,21
1084,A Man and a Woman,Claude Lelouch,39
1085,Fahrenheit 451,François Truffaut,39
1086,Raw Deal,John Irvin,28
1087,Ghosts of Mars,John Carpenter,26
1088,Real Steel,Shawn Levy,39
1089,The Undefeated,John Wayne,18
1090,The Undefeated,Andrew V. McLaglen,18
1091,The Emperor's Club,Michael Hoffman,22
1092,Get Shorty,Barry Sonnenfeld,33
1093,Munna Bhai M.B.B.S.,Rajkumar Hirani,19
1094,The Farmer's Daughter,H. C. Potter,21
1095,Tarzan the Ape Man,W. S. Van Dyke,29
1096,71 Fragments of a Chronology of Chance,Michael Haneke,18
1097,Harper,Jack Smight,20
1098,Mujhse Dosti Karoge!,Kunal Kohli,17
1099,The Brown Bunny,Vincent Gallo,18
1100,The Dead Pool,Buddy Van Horn,36
1101,House on Haunted Hill,William Castle,22
1102,The Next Three Days,Paul Haggis,31
1103,Barney's Version,Richard J. Lewis,21
1104,Sissi – The Young Empress,Ernst Marischka,22
1105,A Date with Judy,Richard Thorpe,17
1106,A Knight's Tale,Brian Helgeland,45
1107,Henry V,Kenneth Branagh,29
1108,Dune,David Lynch,54
1109,Innocents with Dirty Hands,Claude Chabrol,17
1110,Death Watch,Bertrand Tavernier,16
1111,Il Divo,Paolo Sorrentino,23
1112,Garde à Vue,Claude Miller,16
1113,The Spy in Black,Michael Powell,15
1114,I Know Where I'm Going!,Emeric Pressburger,18
1115,I Know Where I'm Going!,Michael Powell,18
1116,World's Greatest Dad,Bobcat Goldthwait,25
1117,Catwoman,Pitof,40
1118,A Werewolf Boy,Jo Sung-hee,16
1119,"Tomorrow, When the War Began",Stuart Beattie,26
1120,Grbavica,Jasmila Žbanić,33
1121,No More Ladies,George Cukor,15
1122,No More Ladies,Edward H. Griffith,15
1123,Runaway,Michael Crichton,16
1124,Gendarme in New York,Jean Girault,26
1125,Silver Linings Playbook,David O. Russell,55
1126,Lemony Snicket's A Series of Unfortunate Events,Brad Silberling,43
1127,The Twilight Saga: New Moon,Chris Weitz,59
1128,How I Won the War,Richard Lester,20
1129,The Piano,Jane Campion,50
1130,Le Gendarme de Saint-Tropez,Jean Girault,28
1131,Remember the Titans,Boaz Yakin,32
1132,Fried Green Tomatoes,Jon Avnet,34
1133,Freaky Friday,Mark Waters,37
1134,Virus,John Bruno,26
1135,Alexander Nevsky,Sergei Eisenstein,43
1136,Alexander Nevsky,Dmitri Vasilyev,43
1137,The Bride,Franc Roddam,16
1138,Dragonfly,Tom Shadyac,15
1139,In the House,François Ozon,29
1140,Aliens in the Attic,John Schultz,28
1141,Fair Game,Andrew Sipes,23
1142,Grown Ups,Dennis Dugan,40
1143,Super,James Gunn,17
1144,Men of War,Perry Lang,15
1145,Krabat,Marco Kreuzpaintner,19
1146,Insidious,James Wan,42
1147,Maniac Cop 2,William Lustig,16
1148,Abraham's Valley,Manoel de Oliveira,15
1149,Cloverfield,Matt Reeves,41
1150,Creature from the Black Lagoon,Jack Arnold,30
1151,1900,Bernardo Bertolucci,41
1152,Henry: Portrait of a Serial Killer,John McNaughton,25
1153,Slumdog Millionaire,Danny Boyle,86
1154,Slumdog Millionaire,Loveleen Tandan,86
1155,Solaris,Lidiya Ishimbayeva,15
1156,Solaris,Boris Nirenburg,15
1157,Solaris,Andrei Tarkovsky,55
1158,Lady Windermere's Fan,Ernst Lubitsch,18
1159,Working Girl,Mike Nichols,40
1160,The Great Ziegfeld,Robert Z. Leonard,45
1161,The Big White,Mark Mylod,19
1162,La Grande Bouffe,Marco Ferreri,30
1163,La Grande Illusion,Jean Renoir,38
1164,The Big Boss,Lo Wei,38
1165,Belle de Jour,Luis Buñuel,38
1166,I Am Number Four,D.J. Caruso,35
1167,Blood and Wine,Bob Rafelson,21
1168,Unleashed,Louis Leterrier,25
1169,The Quiet Man,John Ford,43
1170,The Four Musketeers,Richard Lester,26
1171,Sliding Doors,Peter Howitt,29
1172,Trapped in Paradise,George Gallo,20
1173,The Beach,Danny Boyle,49
1174,The Dirty Dozen,Robert Aldrich,35
1175,Kung Fu Hustle,Stephen Chow,35
1176,From Hell,Albert Hughes,38
1177,From Hell,Allen Hughes,38
1178,The Professional,Georges Lautner,27
1179,Demolition Man,Marco Brambilla,46
1180,The Color of Money,Martin Scorsese,38
